"Material Characteristics, Class and Classification Assignment data upload from Flat File",Data Upload from Excel sheet using BDC,,Sprint 26,,2016-09-30,
Update ImpEx for CGI & ABC sites for Promotions Data ,"- Update ImpEx for Promotions 
- B2B Units  ",,Sprint 26,,2016-09-29,
Web service to update the consignment status from SAP to Hybris ,Produce the Web service to update the consignment status from SAP to Hybris for order fulfilment,,Sprint 26,,2016-09-26,
Data Setup for ABC Site & CGI,"- Promotions and Coupons 
- Customer data
- Business Unit ",,Sprint 26,,2016-08-16,2016-08-31
Custom Login,,,Sprint 26,,2016-08-22,
Advanced Search for 6.1,Advanced search migration to 6.1 ,,Sprint 26,,2016-08-22,2016-08-24
AC  E-mail Campaign ,Abandoned Cart e-mail Campaign ,,Sprint 26,,2016-08-23,2016-08-24
Theme Setup for ABC Site,Theme setup for ABC Site on 6.1 ,,Sprint 26,,2016-08-23,2016-08-26
Add Print Button ,Add Print button in Checkout page and Myaccount ,,Sprint 26,,2016-08-23,2016-08-23
Shipping ,Shipping FedEx  Integration ,,Sprint 26,,2016-08-23,2016-08-25
Bulk Print in Mycompany ,Bulk Print option in Mycompany ,,Sprint 26,,2016-08-23,2016-08-25
Recommended Products ,Recommended Products for ABC Site ,,Sprint 26,,2016-08-23,2016-08-24
Substitutes Products  ,Substitutes Products pop-up window,,Sprint 26,,2016-08-23,2016-08-23
Payment Integration ,"Payment Integration, Authorize.net ",,Sprint 26,,2016-08-23,2016-08-24
Configure Hybris OMS in Standalone ,Configure Hybris OMS in Standalone ,,Sprint 26,,2016-08-23,2016-08-25
Bulk Order Pad from 6.0,,,Sprint 26,,2016-08-25,
Substitutes Popup,,,Sprint 26,,2016-09-01,
Advance Search Functionality,,,Sprint 26,,2016-09-02,
Invoice mail Generation,,,Sprint 26,,2016-09-06,
Bulk Print for invoice,,,Sprint 26,,2016-09-08,
Migration 6.1 ,"Migration from 6.0 to 6.1 

All the existing enhancements need to migrate to 6.1 ",,Sprint 26,,2016-08-16,2016-08-31
Update ImpEx to show PPG products in 'What's new' and 'Best Selling products' section on Home page for PPG sites,Change the ImpEx to display PPG product data in the 'What's new' and 'Best Selling products' section on Home page for Wolverine and Plumbmaster site.,,Sprint 26,,2016-11-07,
Guest Checkout ,Guest Checkout for B2B in 6.1,,Sprint 26,,2016-08-23,2016-08-23
Add Product Comparision feature for PPG sites.,"Add product comparison feature to PPG sites. Refer to Grainger site- https://www.grainger.com/product/compare#compareSkus%3D48GG94%2C48GJ54%2C48GG92

[[image:dq6OlaOLmr5QbMdmr6QqzO]]

",,Sprint 27,,2016-11-04,
Userguide to promote products using boost rules,Document the steps to promote products using boost rules,,Sprint 27,,2016-12-02,
Testing - Hybris PPG website 6.1: Payment options are misaligned during checkout in PPG site.,"Issue: Payment options are misaligned during checkout in PPG site.
Steps to reproduce:
1.Open hybris website and login.
2.Add a product to cart and checkout.
3.Now during checkout under payment section,observe the payment radio buttons and the options text are misaligned.
See the screenshot for the reference. ",,Sprint 27,,2016-11-30,
Bin Label Printing ,Add from order history to produce bin label sheets for customer to print.,,Sprint 27,,2016-11-21,
Datahub setup for CSV data load in 6.1,Setup Datahub server which allows transfering data through csv import in 6.1 . Working fine in 6.0,,Sprint 27,,2016-10-12,
Import Category from CSV file,,,Sprint 27,,2016-10-12,
Import Warehouse and Stock from CSV file,,,Sprint 27,,2016-09-21,
Testing-PPG hybris website 6.1-Replenishment options are not properly aligned ,"Steps to reproduce:
1.Open ppg website and login
2.Add products to cart and checkout
3.Select Account payment option
4.Click on 'Schedule replenishment' button 

Issue: 1.Calender option overlapped with text box field   
           2.Replenishment options and radio buttons are not properly aligned

Note:Terms and condition checkbox aligned above the text

[[image:ajtu9qTS8r5QPpacwqjQXA]]


",,Sprint 27,,2016-11-30,
Project Team Charter document,Create Project Team Charter document as per details provided in Hybris Wiki link,,Sprint 28,,2016-12-14,
Testing-Plumbmaster website 6.1-Label print page displaying blank not displaying products related to orders having status 'In process' and 'Completed',"Step to reproduce:
1.Open Plumb master website and login
2.Click on 'My account' link
3.Click on 'Order history' link(Make sure order history have orders or else create orders)
4.Select Order having status In process','Completed' and click on 'Label printing' link

Issue:Label print displaying blank not displaying products(Except for orders having 'Pending approval' status),displaying product details unless select order id from 'Orders' drop down 
[[image:dwQwI0U4ir5PNdacwqjQXA]]
[[image:dJXJXWU4ir5R3ddmr6bg7m]]

",,Sprint 28,,2016-12-06,
Testing-Hybris website 6.1-Coupon is not getting applied on website,"Steps to reproduce:
1.Open hybris backoffice and login with admin credentials
2.Click on Marketing-Promotion template link
3.Select 'coupon_code_percentage_discount' template(
4.Click on 'Create a rule using this template' icon on top
5.Enter website group,priority(ppg website,1000)
6.Under condition&action tab enter coupon code under condition(Coupon code:fall16) and make sure that coupon is active and doesnot exceed redemption per customer,max redemption per customer,active date
7.Enter percentage discount under action and publish the rule(10% discount)
8.Now open ppg hybris website and login
9.Add product to the cart and checkout
10.Apply the coupon(fall16)

Issue:Coupon is applied but discount not applied(10%)
same with 'Coupon code free gift with order threshold' promotion is also not working

[[image:bQLmh4TVWr5QVcacwqjQYw]]
[[image:b7G7aaTVWr5Oo7dmr6bg7m]]
[[image:cc--kkTVWr5O3ddmr6CpXy]]
[[image:buoHDYTV0r5QvEacwqjQXA]]




",,Sprint 28,,2016-11-30,
Add to cart popup is not displaying when click on 'Add to cart' button from detail spage,"Steps to Reproduce:

1.Open plumb master website/Wolverine website
2.Click on Products link
3.Click on any product category
4.Click on any product->Product details  page opened->Click on Add to Cart button

Observation:Add to cart popup is not displaying when click on 'Add to cart' button from details page.

[[image:bgY0UAWsWr5PZddmr6bg7m|noAction_aftrclickg_addtoart.png]]






",,Sprint 28,,2016-12-13,
Testing - Hybris Wolverine website 6.1:Provide ability to turn list price on/off for non-registered users,"Provide ability to turn list price on/off for non-registered user-

1. If the configuration is ON it should show the price for Guest as well as customer
2. If the configuration is Off it should show the price only for logged in customer

See the attached screenshot for the reference..

[[image:cUzMusWrOr5Ok-acwqjQXA|Wolverine_OFF_Cart_enble.png]]



",,Sprint 28,,2016-12-13,
Quality Assurance Document,"Write QAD as per the template provided by hybris.
https://wiki.hybris.com/display/hybrisALF/Quality+Assurance+Definition?preview=/292372392/319688362/Customer_QAD_yyyymmdd.docx",,Sprint 28,,2016-12-13,
System Architecture Document,Write SAD as per the template provided by hybris.,,Sprint 28,,2016-12-13,
PPGReqmt- Provide ability to turn list price on/off for non-registered users,"Provide ability to turn list price on/off for non-registered user-
1. Provide configuration in HAC -'Display List Price for Guest'
2. If the configuration is ON it should show the price for Guest as well as customer
3. If the configuration is Off it should show the price only for logged in customer",,Sprint 28,,2016-12-12,
Testing - Hybris PPG website 6.1:On compare component window 'View Compare' button and menu bar layout colors should be same as compare window header and 'Add to Cart' button.,"*Issue:* On compare component window 'View Compare' button and menu bar layout colors should be same as compare window header and 'Add to Cart' button.
-Select Products to compare.
-Now observe the compare component window 'View Compare' button and menu bar layout colors should be same as compare window header and 'Add to Cart' button.
See the attached screenshot for the reference..",,Sprint 28,,2016-12-09,
Testing - Hybris Wolverine website 6.1: Product details are misaligned on compare window.,"*Issue:* Product details are misaligned on compare window and product cancel buttons are duplicate.
-Select Products to compare.
-Click on 'VIEW COMPARE' button.
-Now observe product details are misaligned on compare window and product cancel buttons are duplicate..
See the attached screenshot for the reference..",,Sprint 28,,2016-12-08,
Testing - Hybris PPG website 6.1: Click on 'ADD' button is not adding the products to compare window.,"*Issue:* Click on 'ADD' button is not adding the products to compare window.
-Select Products to compare.
-Click on 'VIEW COMPARE' button.
-Now enter  product id in the '#ITEM' text box and click on 'ADD' button,observe products are not getting added to compare window.
See the attached screenshot for the reference..",,Sprint 28,,2016-12-08,
Testing - Hybris PPG website 6.1: 404 page not found is displayed while user do sign in on compare products window. ,"*Issue:* 404 page not found is displayed while user do sign in on compare products window. 
-Select Products to compare.
-Click on 'VIEW COMPARE' button.
-Now do Sin in on Compare window and observe 404 page not found is displayed while user do sign in on compare products window. 
See the attached screenshot for the reference..",,Sprint 28,,2016-12-07,
Testing - Hybris PPG website 6.1: Compare products functionality is not working in responsive site ,"Compare products functionality is not working in responsive site,after selected products to compare, 'VIEW COMPARE' button is not displayed.
[[image:aYG3a0Wqyr5Ovkdmr6CpXy|ViewCompareButtonMissedOutScreen.PNG]]",,Sprint 28,,2016-12-07,
Risk Register document, Create Risk Register document as per template provided in Hybris Wiki link,,Sprint 28,,2016-12-07,
 Non Functional Requirements document, Create Non Functional Requirements document as per template provided in Hybris Wiki link,,Sprint 28,,2016-12-07,
Create sample user stories using Hybris template ,"Create sample user stories using Hybris template -
https://wiki.hybris.com/display/hybrisALF/User+Story
",,Sprint 28,,2016-12-07,
PPG Project Planning,"-Create Sprint Planning
",,Sprint 28,,2016-12-07,
Populate all our PPG Requirements as per the Template provided by Hybris.,"Populate all our PPG Requirements as per the Template provided by Hybris-
https://wiki.hybris.com/display/hybrisALF/Feature+Roadmap+and+Prioritized+Requirements+List?preview=/292372357/300261961/Customer_PRL_yyyymmdd.xlsx
",,Sprint 28,,2016-12-07,
Testing - Hybris PPG website 6.1: Click on 'REMOVE ALL ITEMS' button is not clearing the products from compare window.,"*Issue:* Click on 'REMOVE ALL ITEMS' button is not clearing the products from compare window.
-Select  Products to compare.
-Click on 'VIEW COMPARE' button.
-Now click on 'REMOVE ALL ITEMS' button and observe window is not getting cleared the products from compare window. 
See the attached screenshot for the reference.. ",,Sprint 28,,2016-12-07,
Testing 6.1-Unable to create variant products from product cockpit,"Steps to reproduce:
1.Open product cockpit(192.168.2.141:9001/productcockpit)
2.Login with valid credentials(username:product manager)
3.Click on 'Create new product' icon and select product type option
4.Enter Article number,Identifier,Catalog version,Super catergory(ex:b2b_colour) and click on Done button 
5.Under variant tab,give product variant type as 'Generic variant product'
6.Click on 'Create new product' icon and select Generic variant type option
7..Enter Article number,Identifier,Catalog version,Base product
8.Click on Done button 

Issue:Error message displaying while creating variant product 
[[image:cHmRRiVdSr5Oo5acwqjQYw]]
[[image:asqt1oVdSr5Q3cdmr6bg7m]]
",,Sprint 28,,2016-12-07,
"PPGReqmt-  Search Results page- Enhance it to also display Product number, OEM number and Quantity."," Show the product number, OEM number, product picture, description, quantity available and customer’s price as results of the product search.

Currently search results page displays Product name, Product picture, Price. Need to enhance it to also display Product number, OEM number and Quantity.",,Sprint 28,,2016-12-07,
Responsive view for Bin label page,"Responsive view for label print page

[[image:cOQdm-UUOr5OkQdmr6bg7m]]
",,Sprint 28,,2016-12-05,
Testing-Plumbmaster website 6.1-Bin label-Validation issues,"Step to reproduce:
1.Open Plumbmaster website and login
2.Click on 'My account' link
3.Click on 'Order history' link(Make sure order history have orders or else create orders)
4.Click on 'Label printing' link
5.Click on 'Print' button without giving bin number and Quantity field Zero (or) keep quantity field blank

Issue 1:Able to print without Bin number and quantity
[[image:bFkHBeUUqr5Ptddmr6QqzO]]
[[image:bVLHCAUUqr5OoaacwqjQXA]]
[[image:cnKay2UUqr5QPMacwqjQXA]]


",,Sprint 28,,2016-12-05,
Multiple warnings on 141 server when the server is started,"Logs from 141 server-
WARN  [localhost-startStop-1] [GenericTypeAwarePropertyDescriptor] Invalid JavaBean property 'stockLevelStatusStrategy' being accessed! Ambiguous write m
 de.hybris.platform.warehousing.atp.services.impl.WarehousingCommerceStockService.setStockLevelStatusStrategy(de.hybris.platform.commerceservices.stock.s
)]: [public void de.hybris.platform.commerceservices.stock.impl.DefaultCommerceStockService.setStockLevelStatusStrategy(de.hybris.platform.stock.strategy
afterPropertiesSet start
WARN  [localhost-startStop-1] [AbstractPopulatingConverter] Empty populators list found for converter null!
WARN  [localhost-startStop-1] [AbstractPopulatingConverter] Duplicate populator entry [de.hybris.platform.commercefacades.order.converters.populator.Cart
ation has been removed.
WARN  [localhost-startStop-1] [AbstractPopulatingConverter] Empty populators list found for converter defaultFeaturePopulator!
WARN  [localhost-startStop-1] [AbstractPopulatingConverter] Empty populators list found for converter defaultReferenceDataProductReferencePopulator!
***********Size = 1
WARN  [localhost-startStop-1] [PersistentKeyGenerator] sap_customer_id generator is using deprecated 'numeric' property! Initializing as numeric
WARN  [localhost-startStop-1] [PersistentKeyGenerator] sap_contact_id generator is using deprecated 'numeric' property! Initializing as numeric
WARN  [localhost-startStop-1] [PersistentKeyGenerator] componentUid generator is using deprecated 'numeric' property! Initializing as numeric
INFO  [localhost-startStop-1] [TenantAwareEhCacheManagerFactoryBean] Initializing EhCache CacheManager
WARN  [localhost-startStop-1] [DiskStorePathManager] diskStorePath 'E:\Hybris6.1\hybris\temp\hybris\warehousingwebservices_cache' is already used by an existing CacheManager either in the same VM or i
n a different process.
The diskStore path for this CacheManager will be set to E:\Hybris6.1\hybris\temp\hybris\warehousingwebservices_cache\ehcache_auto_created9872750067314080diskstore.
To avoid this warning consider using the CacheManager factory methods to create a singleton CacheManager or specifying a separate ehcache configuration (ehcache.xml) for each CacheManager instance.
INFO  [localhost-startStop-1] [RemoveDefaultSessionFixationStrategyBeanPostProcessor] Removed Spring default SessionFixationProtectionStrategy, since HybrisSessionFixationProtectionStrategy is already
 defined
INFO  [localhost-startStop-1] [HybrisContextLoaderListener] Registered HttpSession timeout listener for '/warehousingwebservices'
WARN  [localhost-startStop-1] [RestHandlerExceptionResolver] Status code mappings are deprecated. Use properties webservicescommons.resthandlerexceptionresolver.* to declare exception mapping.
WARN  [localhost-startStop-1] [RestHandlerExceptionResolver] Default status attribute is deprecated. Use property webservicescommons.resthandlerexceptionresolver.DEFAULT.status instead.
WARN  [localhost-startStop-1] [RestHandlerExceptionResolver] Log stack trace attribute is deprecated. Use property webservicescommons.resthandlerexceptionresolver.DEFAULT.logstack instead.
Dec 05, 2016 10:39:34 AM org.apache.catalina.startup.TaglibUriRule body
INFO: TLD skipped. URI: http://velocity.apache.org/velocity-view is already defined
Dec 05, 2016 10:39:34 AM org.apache.catalina.startup.TaglibUriRule body
INFO: TLD skipped. URI: http://velocity.apache.org/velocity-view is already defined
Dec 05, 2016 10:39:45 AM org.apache.catalina.startup.TaglibUriRule body
INFO: TLD skipped. URI: http://velocity.apache.org/velocity-view is already defined
INFO  [localhost-startStop-1] [RemoveDefaultSessionFixationStrategyBeanPostProcessor] Replaced Spring default SessionFixationProtectionStrategy with HybrisSessionFixationProtectionStrategy
INFO  [localhost-startStop-1] [HybrisContextLoaderListener] Registered HttpSession timeout listener for '/ycmssmartedit'
Dec 05, 2016 10:39:45 AM org.apache.coyote.AbstractProtocol start


[[file:dYCuCUUQSr5OoUdmr6CpXy]]

",,Sprint 28,,2016-12-05,
Testing-PPG Hybris website-Product comparison feature is missing after platform update,"Product comparison feature is missing after platform update
",,Sprint 28,,2016-12-01,
List Price Displayed w/ Account Pricing Override ,"Display customer specific pricing or any discounted prices with a red strike through on the old price.

[[image:cqcNiMOKCr5QL9acwqjQYw]]
",,Sprint 28,,2016-11-04,
Set up Hybris 6.2 for CGI and ABC sites,"Install Hybris 6.2 and setup the ABC and CGI with the customization.
Implement Smart Edit.",,Sprint 28,,2016-10-25,
Hybris 6.1: Registration page displays mandatory field error messages as java text,"Steps to reproduce-
Navigate to https://abc.local:9002/rgcstorefront/abc with Hybris 61.
Click on Register from the top right side
Directly click on Register button without entering any data on the form.

Issue-
All the mandatory field error messages are displayed in Java.",,Sprint 28,,2016-09-09,
Import Product from CSV file,,,Sprint 28,,2016-09-26,
CSV Import ,,,Sprint 28,,2016-07-27,
Display specifications while comparing products even if 1 product has a specification.,"*Display specifications while comparing products even if 1 product has a specification.*
-While comparing more than one product, if one product having some specifications where as other one doesn't have that specifications then user will go ahead to choose the best product which have more features and specifications.
Presently App is displaying specs only if those specs have values for more than one product while comparing, which causes user will miss the best products which have more features and specifications.",,Sprint 28,,2016-12-05,
"After customer registration request approved,then customer type still showing 'Customer'","Steps to reproduce:

1.New Customer registered from PPG site.
2.Open the Admin Cockpit (hybris management console - admincockpit).
3.Log in using a user who belongs to the b2bregistrationapprovergroup group. The default user is RegApproverA.
4.Click B2BAdmin.
5.Click the Info-box at the bottom left corner.
6.Click ""# tasks"", if any.
Your list of tasks appears in the Tasks tab. Registrations waiting approval, if any, will appear in this list under B2B Registration Approval.
7.Click a task, and then click Go to attachments.
8.Double-click an entry in the table at the bottom of the screen.
9.Approving Register Request->In the Tasks window, click the Set status menu, and then click Approve.

Observation:After Approving New Customer registration request,still showing type as 'Customer' in backoffice 

Please refer to the attached screenshots:
 Customer created from back office:type showing B2BCustomer
 [[image:bmfNPGZder5OoWdmr6QqzO|User_created_from_backOffice.png]]

 New Customer registered from PPG site:Type showing 'Customer' 
[[image:cohcsmZder5Ryrdmr6QqzO|User_created_from_PPGSite.png]]
",,Sprint 29,,2016-12-27,
Testing - Hybris 6.2 Website PPG: After platform update site is opening up the HAC login screen.,"*Issue:* After platform update site is opening up the HAC login screen.  
This issue is happening once in a while. See the attached screenshot for the reference.
",,Sprint 29,,2016-12-21,
Testing 6.2 Plumbmaster website: UI Issues in Cart Page,"Steps to reproduce:
1.Login into Plumbmaster site with valid credentials.
2.Select any Product category
3.Add any product to cart and Observe Cart page

Issue:In Cart page some UI issues are there,and also add 'Apply' button  next to coupon code text box
Attached Screen shot for reference purpose:
[[image:bEDNUYX0Gr5R3cacwqEsg8|cart_ui_issues.png]]


",,Sprint 29,,2016-12-21,
Testing 6.2 Hybris Plumbmaster and Wolverine website:Product detail page:Out of stock button displayed for  All Products ,"Steps to reproduce:
1.Open Plumbmaster /Wolverine website and login
2.Click on any Product category
3.Click on any Product and Observe,In product details page displayed out of stock button instead of add to cart button

Issue:Out of stock button displayed for  all products in Product detail page

[[image:dl3TXmXQ8r5Rdcdmr6CpXy|out_of_stock_showing_all_products.png]]

",,Sprint 29,,2016-12-20,
Testing-Hybris 6.2 -Back office after login gives 'Unauthorized' error,"Back office after login with admin credentials gives 'Unauthorized' error. Refer to the screenshot.
[[image:dJ7OHWWser5OrKdmr6QqzO|blob]]


Server Log-
←[32mINFO  [hybrisHTTP21] [192.168.1.118] [DynamicStatusCountClient] Created resource for http://localhost:8080/datahub-webapp/v1/status-counts/raw
←[m←[1;31mERROR [hybrisHTTP21] [192.168.1.118] [DefaultWidgetInstanceManager] Error during send output
←[m com.hybris.datahub.client.DataHubClientException: Unauthorized
        at com.hybris.datahub.client.AbstractJerseyRestClient.get(AbstractJerseyRestClient.java:109) ~[datahub-rest-client-6.2.0.0-RC3.jar:6.2.0.0-RC3]
        at com.hybris.datahub.client.AbstractJerseyRestClient.get(AbstractJerseyRestClient.java:90) ~[datahub-rest-client-6.2.0.0-RC3.jar:6.2.0.0-RC3]
        at com.hybris.datahub.client.StatusCountClient.getRawItemStatusCount(StatusCountClient.java:62) ~[datahub-rest-client-6.2.0.0-RC3.jar:6.2.0.0-RC3]
        at com.hybris.datahubui.datahub.dashboard.LoadDashboardRowRenderer.getRawItemCountByStatus(LoadDashboardRowRenderer.java:69) ~[?:?]
        at com.hybris.datahubui.datahub.dashboard.LoadDashboardRowRenderer.renderDashboardRow(LoadDashboardRowRenderer.java:33) ~[?:?]
        at com.hybris.datahubui.presentation.widgets.dashboard.DashboardLayoutContainer.lambda$renderCurrentRows$2(DashboardLayoutContainer.java:108) ~[?:?]
        at java.util.ArrayList.forEach(ArrayList.java:1249) ~[?:1.8.0_66]
        at com.hybris.datahubui.presentation.widgets.dashboard.DashboardLayoutContainer.renderCurrentRows(DashboardLayoutContainer.java:108) ~[?:?]
        at com.hybris.datahubui.presentation.widgets.dashboard.DashboardLayoutContainer.refreshSelectedTabPanel(DashboardLayoutContainer.java:94) ~[?:?]
        at com.hybris.datahubui.presentation.widgets.dashboard.DashboardLayoutContainer.renderInternal(DashboardLayoutContainer.java:81) ~[?:?]
        at com.hybris.datahubui.presentation.widgets.dashboard.DashboardLayoutContainer.activate(DashboardLayoutContainer.java:68) ~[?:?]
        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:1.8.0_66]
        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62) ~[?:1.8.0_66]
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:1.8.0_66]
        at java.lang.reflect.Method.invoke(Method.java:497) ~[?:1.8.0_66]",,Sprint 29,,2016-12-13,
Home page UI changes.,,,Sprint 29,,2016-12-20,
Plumb Master site UI Changes,Plumbmaster complete site UI changes.,,Sprint 29,,2016-12-20,
Wolverine site UI Changes,,,Sprint 29,,2016-12-20,
"Create new themes,  content slots for custom functionalities for 6.2","- Create new themes for 6.2
- Create slots for existing components for 6.2",,Sprint 29,,2016-12-09,
Add 'Replacement Parts' callout to Product details page,"1. Add 'Replacement Parts' link(component) next to Plumbmaster category under the 'Products' link on PPG site. 
2. Create a new category - Replacement Parts
3. Assign the Flushometer Valves, Toilet Seats, Ball Valve Hose Cocks categories to 'Replacement Parts' category
4. Remove Motor, Chain Saw categories

[[image:cGKGVwOLer5Oordmr6bg7m]]

",,Sprint 29,,2016-11-04,
Smart Edit- Enhancing personalization,"SmartEdit is an addon to the existing WCMS capabilities that makes the creation, layout, and management of highly personalized online and mobile sites much more intuitive and user-friendly through a completely re-designed Backoffice UI.

https://help.hybris.com/6.1.0/hcd/018add1bc10b4308b12873e811ad336c.html",,Sprint 29,,2016-09-28,
Testing-Plumbmaster and wolverinebrass websites 6.2-Quantity added in 'Add to cart' popup not displaying correct quantity,"Steps to reproduce:
1.Open plumbmaster website
2.Select any one of plumbmaster category and select the product
3.Enter quantity '4' and click on 'Add to cart ' button from product details page
5.Navigate to cart details page and check the quantity

Same repeated on wolverinebrass website

Issue:Quantity showing as ''1' added to cart and same is displaying on cart details page

[[image:cYe7CwX3Sr5OhcacwqEsg8|blob]]
[[image:dev7AIX3Sr5ONcacwqEsg8|blob]]
",,Sprint 29,,2016-12-21,
Testing in Plumbmaster website 6.2:Not getting the Order Confirmation emails,"Steps to reproduce:

1.Open plumbmaster site and login with valid credentials
2.Place an order(Ex:Order no:000001),after that Customer receive Order pending approval email
3.Login with Approval credentials
4.Click on the Approval Dashboard under My account link
5.Click on the order(000001) and click on the accept link.

Observation: Approver approved customer order,but customer not getting any Emails  
",,Sprint 29,,2016-12-30,
Testing : Hybris 6.2 PPG Website - Quantity value is not displayed on search results page.,"*Issue:* Quantity value is not displayed on search results page.
Enter Product id/ OEM number in search window and click on search icon and observe the Quantity value is not displayed on search results page. 
See the attached screenshot for the reference.",,Sprint 29,,2016-12-29,
Testing Hybris 6.2-Substitute link displaying for unsign users,"Steps to reproduce:
1.Open plumbmaster website 6.2
2. Search with product id which is out of stock and having substitutes

Issue:Substitute link displaying for guess users

[[image:aZQnqoZBmr5Odcdmr6bg7m|blob]]
",,Sprint 29,,2016-12-29,
Testing in Plumbmaster website 6.2:Backorder stock displays quantity available inspite of giving partial stock to another customer intermittently,"Scenario :
1. Customer A : reserved 10 products(Back order product)
    Customer B:Reserved 20 
2.Stock updated 20 but Backorder stock displays quantity available inspite of giving partial stock to another customer 
3.Customer A :
[[image:cpGTwoZBar5QPdacwqEsg8|customer1.png]]
4.Customer B:
[[image:cyDqe6ZBar5Oo7dmr6QqzO|customer2.png]]



",,Sprint 29,,2016-12-29,
Testing in Plumbmaster website 6.2: Users not receiving back order emails,"Issue:After updating back order product stock from back office,product available mail is not coming to user email address
",,Sprint 29,,2016-12-28,
Testing in Plumbmaster website 6.2:Failed to Place the Replenishment Orders,"Steps to reproduce:

1.Open Plumbmaster website and Login with valid credentials
2.Place the Replenishment order by selecting account payment 

Issue:Failed to Place the Replenishment Orders

Please refer to the attached screenshot:

[[image:dKyYokZmGr5OoFdmr6CpXy|Replenishment_order.png]]
",,Sprint 29,,2016-12-28,
Testing in Plumbmaster website 6.2: Issues in Check out Login page,"Steps to reproduce:
 1.Open plumbmaster website
2.Click on the any Product Category link
3.Click on the any product and click on the add to cart button
4.Click on the check out link in add to cart pop up window
5.Click on the check out link in cart details page
6.Cart details page navigate to Check out Login page

Issue:In Check out login page User Name,Email-Id,Phone number tabs are missing
Please refer to the attached screenshot:

Check out Login page: User Name,Email-Id,Phone number tabs are missing
[[image:dOuC-4Zmqr5PFcdmr6CpXy|Checkout_login_page.png]]

Login Page:
[[image:afRRM0Zmqr5RCfdmr6CpXy|Login_page.png]]
",,Sprint 29,,2016-12-28,
Resolve blocker overriding the Payment controller from accelerator services to Addon,Override silentOrderPostMockController in custom addon from acceleratorservices extension,,Sprint 29,,2016-12-26,
Testing-Plumbmaster and Wolverine websites 6.2-Products are displaying as 'Out of stock' in recommended popup,"Steps to reproduce:
1.Open plumbmaster website
2.Select products(eg:32646,11680,33304) and place the order
3.Repeat step 2 for two times
4.Select any one place order produce(eg:32646) 
5.Click on recommended products displayed below(eg:11680)

Issue:Recommended products are displaying as 'Out of stock' in the popup(same is repeated on wolverine site)

[[image:dH_JFSZaar5PhcacwqEsg8|blob]]
",,Sprint 29,,2016-12-27,
"Testing 6.2 Plumbmaster website:Registration Emails are not going to Users , User which has username in User ID field in back office","Steps to reproduce:
1.Open the Admin Cockpit (hybris management console - admincockpit). 
2.Log in using a user who belongs to the b2bregistrationapprovergroup group. The default user is RegApproverA.
3.Click B2BAdmin.
4.Click the Info-box at the bottom left corner.
5.Click ""# tasks"", if any.
  Your list of tasks appears in the Tasks tab. Registrations waiting approval, if any, will appear in this list under B2B Registration Approval.
6.Click a task, and then click Go to attachments.
7.Double-click an entry in the table at the bottom of the screen.
8.Approving/Rejecting Register Request->In the Tasks window, click the Set status menu, and then click Approve/Reject. 

Observation:Registration Approval and Rejected mails are not going to users
",,Sprint 29,,2016-12-26,
Testing 6.2 Plumbmaster website:Replacement part link showing for all Products,"Steps to reproduce:
Click on the Products link->Click on the Product categories link->Click on the any product and Observe,replacement part link showing for all products. Link Should be display only which products having replacements parts

",,Sprint 29,,2016-12-22,
Testing 6.2 Plumbmaster website:Some issues in Future Availability pop up Window,"Steps to reproduce:
1.Click Products link->Product categories link->Click on the future availability product and Observe

Issue:product image is missing in future availability pop up window 
Reference purpose attached screen shot:
[[image:b5x4t2Yaar5Q4hacwqjQYw|Future_avalibility.png]]

 
",,Sprint 29,,2016-12-22,
Testing 6.2 Plumbmaster website: Substitute Products are able to added in-stock products ,"Steps to reproduce:
1.Open back office and login(user name: acctmgrd,password:1234)
2.Click on the Products link under the catalog
3.Search any product(In stock product )
4.Click on the category System
5.Add substitute product in product references
6.Now Open plumbmaster website and click on the product(which product added substitute in backoffice)

Issue:Out of stock products only need to add substitute but  able to added in-stock products also
Attached screenshot:
[[image:dimKfeYb8r5RVddmr6bg7m|Substitute_link_SHowing_inStockproducts.png]]
",,Sprint 29,,2016-12-23,
Testing - Hybris 6.2 Wolverinebrass website : On Quick order page some fields are displayed out of the site.,"*Issue:* On Quick order page some fields are displayed out of the site.
1.Login Wolverinebrass website with valid credentials.
2.Click on ""QUICK ORDER"" and observed the page, some fields are displayed out of the site.
Attached screenshot is for the reference. ",,Sprint 29,,2016-12-22,
Testing in Hybris Plumbmaster website 6.2:Product Total Price not displaying in Advanced Search page,"Steps to reproduce:
1. Goto Advanced search page
2.Search any product and observe screen shot

Issue:Product Total Price not displaying in Advanced Search page
[[image:bzGUP8Yd4r5Pbxdmr6CpXy|adnavnce_search_total.png]]
",,Sprint 29,,2016-12-22,
Testing in Hybris Plumbmaster website 6.2:List Price Configuration functionality not effected in Advanced Search page,"Steps to reproduce:

1. Goto Advanced search page(Without login/with login)
2.Search any product(1.If the configuration is ON it should show the price for Guest as well as customer.2.If the configuration is Off it should show the price only for logged in customer)

Attached screenshot:
[[image:dtjPaOYdGr5Ookdmr6QqzO|adnavnce_search.png]]

",,Sprint 29,,2016-12-22,
